Company,GL Level 02,GL Level 03,GL Level 04,GL Level 05,GL Level 06,Income Balance,Posting Date,Budget,Budget Reverse Sign,Budget Variance,Budget Variance Reverse Sign,Amount,Amount Reverse Sign,Amount LY,Amount LY Reverse Sign,Amount Variance,Amount Variance Reverse Sign,Balance,Balance Reverse Sign,Balance LY,Balance LY Reverse,Balance Variance,Balance Variance Reverse Sign,Closing Entry,Quarter
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/01/2019 00:00,,,,,,,,,,,16307,-16307,14460,-14460,1847,-1847,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2019 00:00,,,,,,,276,-276,-276,276,16307,-16307,14736,-14736,1571,-1571,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2019 00:00,2126,-2126,-2126,2126,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2019 00:00,2126,-2126,263,-263,2389,-2389,1065,-1065,1324,-1324,18696,-18696,15801,-15801,2895,-2895,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2019 00:00,2126,-2126,-2126,2126,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2019 00:00,931,-931,-931,931,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2019 00:00,931,-931,127,-127,1058,-1058,,,1058,-1058,19754,-19754,15801,-15801,3953,-3953,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2019 00:00,931,-931,-931,931,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/05/2019 00:00,867,-867,-867,867,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/05/2019 00:00,867,-867,75,-75,943,-943,,,943,-943,20697,-20697,15801,-15801,4896,-4896,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/05/2019 00:00,867,-867,-867,867,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/06/2019 00:00,,,,,,,,,,,20697,-20697,15801,-15801,4896,-4896,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/07/2019 00:00,,,,,,,,,,,20697,-20697,15801,-15801,4896,-4896,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/08/2019 00:00,,,,,,,,,,,20697,-20697,15801,-15801,4896,-4896,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2019 00:00,943,-943,-943,943,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2019 00:00,943,-943,-9,9,934,-934,158,-158,775,-775,21630,-21630,15959,-15959,5671,-5671,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2019 00:00,943,-943,-943,943,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2019 00:00,8398,-8398,-8398,8398,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2019 00:00,8398,-8398,-323,323,8075,-8075,348,-348,7727,-7727,29705,-29705,16307,-16307,13398,-13398,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2019 00:00,8398,-8398,-8398,8398,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/11/2019 00:00,679,-679,-679,679,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/11/2019 00:00,679,-679,51,-51,730,-730,,,730,-730,30435,-30435,16307,-16307,14128,-14128,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/11/2019 00:00,679,-679,-679,679,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/12/2019 00:00,,,,,,,,,,,30435,-30435,16307,-16307,14128,-14128,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/01/2020 00:00,,,,,,,,,,,30435,-30435,16307,-16307,14128,-14128,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2020 00:00,,,,,,,,,,,30435,-30435,16307,-16307,14128,-14128,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2020 00:00,,,,,,,2389,-2389,-2389,2389,30435,-30435,18696,-18696,11739,-11739,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2020 00:00,,,,,,,1058,-1058,-1058,1058,30435,-30435,19754,-19754,10681,-10681,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/05/2020 00:00,,,,,,,943,-943,-943,943,30435,-30435,20697,-20697,9738,-9738,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/06/2020 00:00,,,,,,,,,,,30435,-30435,20697,-20697,9738,-9738,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/07/2020 00:00,,,,,,,,,,,30435,-30435,20697,-20697,9738,-9738,Regular Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/08/2020 00:00,,,,,,,,,,,30435,-30435,20697,-20697,9738,-9738,Regular Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2020 00:00,,,,,,,934,-934,-934,934,30435,-30435,21630,-21630,8804,-8804,Regular Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2020 00:00,,,,,,,8075,-8075,-8075,8075,30435,-30435,29705,-29705,730,-730,Regular Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/11/2020 00:00,,,,,,,730,-730,-730,730,30435,-30435,30435,-30435,0,0,Regular Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/12/2020 00:00,,,,,,,,,,,30435,-30435,30435,-30435,0,0,Regular Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,,,,,,,,34472,-34472,-34472,34472,1583203,-1583203,1368371,-1368371,214833,-214833,Regular Entry,Unknown
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/01/2016 00:00,23438,-23438,-23438,23438,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/01/2016 00:00,23438,-23438,-1234,1234,22203,-22203,,,22203,-22203,22203,-22203,,,22203,-22203,Regular Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/01/2016 00:00,23438,-23438,-23438,23438,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/02/2016 00:00,21095,-21095,-21095,21095,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/02/2016 00:00,21095,-21095,-3248,3248,17847,-17847,,,17847,-17847,40050,-40050,,,40050,-40050,Regular Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/02/2016 00:00,21095,-21095,-21095,21095,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/03/2016 00:00,28867,-28867,-28867,28867,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/03/2016 00:00,28867,-28867,-2062,2062,26804,-26804,,,26804,-26804,66854,-66854,,,66854,-66854,Regular Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/03/2016 00:00,28867,-28867,-28867,28867,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/04/2016 00:00,23727,-23727,-23727,23727,,,,,,,,,,,,,Closing Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/04/2016 00:00,23727,-23727,-1310,1310,22416,-22416,,,22416,-22416,89271,-89271,,,89271,-89271,Regular Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/04/2016 00:00,23727,-23727,-23727,23727,,,,,,,,,,,,,Unknown,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/05/2016 00:00,24178,-24178,-24178,24178,,,,,,,,,,,,,Closing Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/05/2016 00:00,24178,-24178,-1078,1078,23100,-23100,,,23100,-23100,112371,-112371,,,112371,-112371,Regular Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/05/2016 00:00,24178,-24178,-24178,24178,,,,,,,,,,,,,Unknown,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/06/2016 00:00,15383,-15383,-15383,15383,,,,,,,,,,,,,Closing Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/06/2016 00:00,15383,-15383,-1138,1138,14245,-14245,,,14245,-14245,126616,-126616,,,126616,-126616,Regular Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/06/2016 00:00,15383,-15383,-15383,15383,,,,,,,,,,,,,Unknown,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/07/2016 00:00,30903,-30903,-30903,30903,,,,,,,,,,,,,Closing Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/07/2016 00:00,30903,-30903,-1730,1730,29173,-29173,,,29173,-29173,155789,-155789,,,155789,-155789,Regular Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/07/2016 00:00,30903,-30903,-30903,30903,,,,,,,,,,,,,Unknown,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/08/2016 00:00,24640,-24640,-24640,24640,,,,,,,,,,,,,Closing Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/08/2016 00:00,24640,-24640,-2389,2389,22251,-22251,,,22251,-22251,178041,-178041,,,178041,-178041,Regular Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/08/2016 00:00,24640,-24640,-24640,24640,,,,,,,,,,,,,Unknown,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/09/2016 00:00,23587,-23587,-23587,23587,,,,,,,,,,,,,Closing Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/09/2016 00:00,23587,-23587,-1828,1828,21758,-21758,,,21758,-21758,199799,-199799,,,199799,-199799,Regular Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/09/2016 00:00,23587,-23587,-23587,23587,,,,,,,,,,,,,Unknown,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/10/2016 00:00,26064,-26064,-26064,26064,,,,,,,,,,,,,Closing Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/10/2016 00:00,26064,-26064,-3417,3417,22647,-22647,,,22647,-22647,222446,-222446,,,222446,-222446,Regular Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/10/2016 00:00,26064,-26064,-26064,26064,,,,,,,,,,,,,Unknown,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/11/2016 00:00,21766,-21766,-21766,21766,,,,,,,,,,,,,Closing Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/11/2016 00:00,21766,-21766,-3358,3358,18408,-18408,,,18408,-18408,240855,-240855,,,240855,-240855,Regular Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/11/2016 00:00,21766,-21766,-21766,21766,,,,,,,,,,,,,Unknown,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/12/2016 00:00,26731,-26731,-26731,26731,,,,,,,,,,,,,Closing Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/12/2016 00:00,26731,-26731,-681,681,26050,-26050,,,26050,-26050,266904,-266904,,,266904,-266904,Regular Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/12/2016 00:00,26731,-26731,-26731,26731,,,,,,,,,,,,,Unknown,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/01/2017 00:00,26312,-26312,-26312,26312,,,,,,,,,,,,,Closing Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/01/2017 00:00,26312,-26312,77,-77,26389,-26389,22203,-22203,4186,-4186,293293,-293293,22203,-22203,271090,-271090,Regular Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/01/2017 00:00,26312,-26312,-26312,26312,,,,,,,,,,,,,Unknown,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/02/2017 00:00,28404,-28404,-28404,28404,,,,,,,,,,,,,Closing Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/02/2017 00:00,28404,-28404,-2042,2042,26362,-26362,17847,-17847,8515,-8515,319655,-319655,40050,-40050,279605,-279605,Regular Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/02/2017 00:00,28404,-28404,-28404,28404,,,,,,,,,,,,,Unknown,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/03/2017 00:00,27966,-27966,-27966,27966,,,,,,,,,,,,,Closing Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/03/2017 00:00,27966,-27966,-2504,2504,25462,-25462,26804,-26804,-1342,1342,345117,-345117,66854,-66854,278263,-278263,Regular Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/03/2017 00:00,27966,-27966,-27966,27966,,,,,,,,,,,,,Unknown,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/04/2017 00:00,26529,-26529,-26529,26529,,,,,,,,,,,,,Closing Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/04/2017 00:00,26529,-26529,-305,305,26224,-26224,22416,-22416,3808,-3808,371341,-371341,89271,-89271,282070,-282070,Regular Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/04/2017 00:00,26529,-26529,-26529,26529,,,,,,,,,,,,,Unknown,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/05/2017 00:00,28696,-28696,-28696,28696,,,,,,,,,,,,,Closing Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/05/2017 00:00,28696,-28696,-3225,3225,25471,-25471,23100,-23100,2371,-2371,396812,-396812,112371,-112371,284441,-284441,Regular Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/05/2017 00:00,28696,-28696,-28696,28696,,,,,,,,,,,,,Unknown,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/06/2017 00:00,25140,-25140,-25140,25140,,,,,,,,,,,,,Closing Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/06/2017 00:00,25140,-25140,-463,463,24677,-24677,14245,-14245,10431,-10431,421489,-421489,126616,-126616,294872,-294872,Regular Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/06/2017 00:00,25140,-25140,-25140,25140,,,,,,,,,,,,,Unknown,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/07/2017 00:00,28737,-28737,-28737,28737,,,,,,,,,,,,,Closing Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/07/2017 00:00,28737,-28737,-976,976,27761,-27761,29173,-29173,-1411,1411,449250,-449250,155789,-155789,293461,-293461,Regular Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/07/2017 00:00,28737,-28737,-28737,28737,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/08/2017 00:00,27178,-27178,-27178,27178,,,,,,,,,,,,,Closing Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/08/2017 00:00,27178,-27178,-1463,1463,25715,-25715,22251,-22251,3464,-3464,474965,-474965,178041,-178041,296925,-296925,Regular Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/08/2017 00:00,27178,-27178,-27178,27178,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/09/2017 00:00,26865,-26865,-26865,26865,,,,,,,,,,,,,Closing Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/09/2017 00:00,26865,-26865,-1407,1407,25458,-25458,21758,-21758,3700,-3700,500423,-500423,199799,-199799,300624,-300624,Regular Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/09/2017 00:00,26865,-26865,-26865,26865,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/10/2017 00:00,28311,-28311,-28311,28311,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/10/2017 00:00,28311,-28311,-2986,2986,25325,-25325,22647,-22647,2678,-2678,525748,-525748,222446,-222446,303302,-303302,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/10/2017 00:00,28311,-28311,-28311,28311,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/11/2017 00:00,25327,-25327,-25327,25327,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/11/2017 00:00,25327,-25327,634,-634,25961,-25961,18408,-18408,7553,-7553,551709,-551709,240855,-240855,310854,-310854,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/11/2017 00:00,25327,-25327,-25327,25327,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/12/2017 00:00,28290,-28290,-28290,28290,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/12/2017 00:00,28290,-28290,-2236,2236,26054,-26054,26050,-26050,4,-4,577763,-577763,266904,-266904,310859,-310859,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/12/2017 00:00,28290,-28290,-28290,28290,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/01/2018 00:00,26431,-26431,-26431,26431,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61360 - Delivery & Shipping,,,Income Statement,01/01/2018 00:00,26431,-26431,1269,-1269,27700,-27700,26389,-26389,1311,-1311,605463,-605463,293293,-293293,312169,-312169,Regular Entry,2018 Q1
